Store,State,Date,Sales,MSA,DistributionCenter
Store-Bogart GA,GA,5/7/2021,417.02,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/10/2021,8336.39,,DC-1
Store-Bogart GA,GA,5/10/2021,1311.16,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/11/2021,4026.38,,DC-1
Store-Bogart GA,GA,5/11/2021,2770.06,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/12/2021,6979.03,,DC-1
Store-Bogart GA,GA,5/12/2021,736.32,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/13/2021,4750.08,,DC-1
Store-Bogart GA,GA,5/13/2021,2031.59,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/14/2021,4717.31,,DC-1
Store-Bogart GA,GA,5/14/2021,974.19,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/17/2021,6784.04,,DC-1
Store-Bogart GA,GA,5/17/2021,784.86,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/18/2021,4510.16,,DC-1
Store-Bogart GA,GA,5/18/2021,923.67,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/19/2021,9018.69,,DC-1
Store-Bogart GA,GA,5/19/2021,3245.34,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/20/2021,4732.74,,DC-1
Store-Bogart GA,GA,5/20/2021,855.96,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/21/2021,4792.89,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/24/2021,293.54,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/25/2021,3685.45,,DC-1
Store-Bogart GA,GA,5/25/2021,1218.84,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/26/2021,8034.16,,DC-1
Store-Bogart GA,GA,5/26/2021,2224.67,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/27/2021,4450.12,,DC-1
Store-Bogart GA,GA,5/27/2021,1947.19,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/28/2021,4010.63,,DC-1
Store-Bogart GA,GA,5/28/2021,725.66,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/1/2021,6233.99,,DC-1
Store-Bogart GA,GA,6/1/2021,5574.46,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/2/2021,5500.35,,DC-1
Store-Bogart GA,GA,6/2/2021,3871.40,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/3/2021,4638.87,,DC-1
Store-Bogart GA,GA,6/3/2021,945.20,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/4/2021,5064.12,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/7/2021,7389.94,,DC-1
Store-Bogart GA,GA,6/7/2021,2735.41,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/8/2021,5108.73,,DC-1
Store-Bogart GA,GA,6/8/2021,609.20,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/9/2021,5662.44,,DC-1
Store-Bogart GA,GA,6/9/2021,1167.02,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/10/2021,5253.27,,DC-1
Store-Bogart GA,GA,6/10/2021,1179.73,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/11/2021,4058.13,,DC-1
Store-Bogart GA,GA,6/11/2021,720.53,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/14/2021,8282.07,,DC-1
Store-Bogart GA,GA,6/14/2021,4274.88,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/15/2021,6102.38,,DC-1
Store-Bogart GA,GA,6/15/2021,769.74,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/16/2021,10385.63,,DC-1
Store-Bogart GA,GA,6/16/2021,2068.83,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/17/2021,4369.14,,DC-1
Store-Bogart GA,GA,6/17/2021,1948.66,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/18/2021,4472.47,,DC-1
Store-Bogart GA,GA,6/18/2021,929.79,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/21/2021,7252.71,,DC-1
Store-Bogart GA,GA,6/21/2021,1309.56,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/22/2021,7186.60,,DC-1
Store-Bogart GA,GA,6/22/2021,1587.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/23/2021,9502.85,,DC-1
Store-Bogart GA,GA,6/23/2021,4702.06,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/24/2021,6237.43,,DC-1
Store-Bogart GA,GA,6/24/2021,790.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/25/2021,4105.54,,DC-1
Store-Bogart GA,GA,6/25/2021,2321.58,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/28/2021,9310.92,,DC-1
Store-Bogart GA,GA,6/28/2021,2095.28,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/29/2021,7267.79,,DC-1
Store-Bogart GA,GA,6/29/2021,699.68,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/30/2021,5779.52,,DC-1
Store-Bogart GA,GA,6/30/2021,826.56,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/1/2021,5753.23,,DC-1
Store-Bogart GA,GA,7/1/2021,3037.42,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/2/2021,7351.98,,DC-1
Store-Bogart GA,GA,7/2/2021,664.19,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/6/2021,4551.52,,DC-1
Store-Bogart GA,GA,7/6/2021,1537.99,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/7/2021,5843.89,,DC-1
Store-Bogart GA,GA,7/7/2021,2998.97,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/8/2021,5327.52,,DC-1
Store-Bogart GA,GA,7/8/2021,1024.29,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/9/2021,4208.73,,DC-1
Store-Bogart GA,GA,7/9/2021,655.13,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/12/2021,6733.52,,DC-1
Store-Bogart GA,GA,7/12/2021,903.78,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/13/2021,6533.48,,DC-1
Store-Bogart GA,GA,7/13/2021,908.21,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/14/2021,7970.55,,DC-1
Store-Bogart GA,GA,7/14/2021,1219.94,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/15/2021,5530.51,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/16/2021,4992.98,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/19/2021,11079.14,,DC-1
Store-Bogart GA,GA,7/19/2021,2837.02,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/20/2021,7113.52,,DC-1
Store-Bogart GA,GA,7/20/2021,3072.00,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/21/2021,8170.27,,DC-1
Store-Bogart GA,GA,7/21/2021,1524.16,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/22/2021,4842.93,,DC-1
Store-Bogart GA,GA,7/22/2021,3050.25,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/23/2021,4203.95,,DC-1
Store-Bogart GA,GA,7/23/2021,559.43,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/26/2021,8272.48,,DC-1
Store-Bogart GA,GA,7/26/2021,1633.65,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/27/2021,6318.77,,DC-1
Store-Bogart GA,GA,7/27/2021,1507.86,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/28/2021,7848.87,,DC-1
Store-Bogart GA,GA,7/28/2021,2702.21,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/29/2021,4180.06,,DC-1
Store-Bogart GA,GA,7/29/2021,1315.02,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,7/30/2021,3486.83,,DC-1
Store-Bogart GA,GA,7/30/2021,1432.61,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/2/2021,7810.85,,DC-1
Store-Bogart GA,GA,8/2/2021,3485.66,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/3/2021,6145.63,,DC-1
Store-Bogart GA,GA,8/3/2021,1082.93,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/4/2021,5428.73,,DC-1
Store-Bogart GA,GA,8/4/2021,216.02,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/5/2021,5629.93,,DC-1
Store-Bogart GA,GA,8/5/2021,2190.08,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/6/2021,6842.68,,DC-1
Store-Bogart GA,GA,8/6/2021,774.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/9/2021,7243.59,,DC-1
Store-Bogart GA,GA,8/9/2021,3865.18,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/10/2021,6715.48,,DC-1
Store-Bogart GA,GA,8/10/2021,974.25,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/11/2021,6038.64,,DC-1
Store-Bogart GA,GA,8/11/2021,2660.57,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/12/2021,5016.87,,DC-1
Store-Bogart GA,GA,8/12/2021,401.10,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/13/2021,5935.08,,DC-1
Store-Bogart GA,GA,8/13/2021,814.82,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/16/2021,7623.25,,DC-1
Store-Bogart GA,GA,8/16/2021,2895.70,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/17/2021,6007.65,,DC-1
Store-Bogart GA,GA,8/17/2021,1975.62,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/18/2021,5599.38,,DC-1
Store-Bogart GA,GA,8/18/2021,844.98,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/19/2021,5117.06,,DC-1
Store-Bogart GA,GA,8/19/2021,456.65,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/20/2021,4980.87,,DC-1
Store-Bogart GA,GA,8/20/2021,1365.95,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/23/2021,6462.73,,DC-1
Store-Bogart GA,GA,8/23/2021,1678.15,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/24/2021,5805.70,,DC-1
Store-Bogart GA,GA,8/24/2021,575.53,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/25/2021,7622.40,,DC-1
Store-Bogart GA,GA,8/25/2021,1695.15,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/26/2021,5341.56,,DC-1
Store-Bogart GA,GA,8/26/2021,457.13,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/27/2021,3078.67,,DC-1
Store-Bogart GA,GA,8/27/2021,646.70,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/30/2021,7308.89,,DC-1
Store-Bogart GA,GA,8/30/2021,1173.55,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,8/31/2021,5483.56,,DC-1
Store-Bogart GA,GA,8/31/2021,1579.50,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/1/2021,6504.63,,DC-1
Store-Bogart GA,GA,9/1/2021,5244.41,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/2/2021,5130.74,,DC-1
Store-Bogart GA,GA,9/2/2021,17.08,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/3/2021,3345.13,,DC-1
Store-Bogart GA,GA,9/3/2021,447.90,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/7/2021,6293.56,,DC-1
Store-Bogart GA,GA,9/7/2021,2284.76,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/8/2021,6986.84,,DC-1
Store-Bogart GA,GA,9/8/2021,3280.09,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/9/2021,6538.35,,DC-1
Store-Bogart GA,GA,9/9/2021,919.48,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/10/2021,4408.85,,DC-1
Store-Bogart GA,GA,9/10/2021,5011.70,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/13/2021,5263.83,,DC-1
Store-Bogart GA,GA,9/13/2021,3153.67,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/14/2021,5838.56,,DC-1
Store-Bogart GA,GA,9/14/2021,1889.15,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/15/2021,471.21,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/16/2021,4277.82,,DC-1
Store-Bogart GA,GA,9/16/2021,1106.50,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/17/2021,4043.31,,DC-1
Store-Bogart GA,GA,9/17/2021,589.12,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/20/2021,9342.16,,DC-1
Store-Bogart GA,GA,9/20/2021,716.75,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/21/2021,7275.51,,DC-1
Store-Bogart GA,GA,9/21/2021,754.93,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/22/2021,6696.49,,DC-1
Store-Bogart GA,GA,9/22/2021,1572.08,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/23/2021,6240.20,,DC-1
Store-Bogart GA,GA,9/23/2021,1271.53,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/24/2021,3872.11,,DC-1
Store-Bogart GA,GA,9/24/2021,824.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/27/2021,10244.28,,DC-1
Store-Bogart GA,GA,9/27/2021,1147.21,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/28/2021,8678.44,,DC-1
Store-Bogart GA,GA,9/28/2021,1141.09,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/29/2021,3707.56,,DC-1
Store-Bogart GA,GA,9/29/2021,728.83,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,9/30/2021,3976.93,,DC-1
Store-Bogart GA,GA,9/30/2021,282.99,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/1/2021,2589.75,,DC-1
Store-Bogart GA,GA,10/1/2021,6542.93,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/4/2021,8523.91,,DC-1
Store-Bogart GA,GA,10/4/2021,4480.33,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/5/2021,7673.98,,DC-1
Store-Bogart GA,GA,10/5/2021,860.43,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/6/2021,7512.13,,DC-1
Store-Bogart GA,GA,10/6/2021,1165.92,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/7/2021,6818.59,,DC-1
Store-Bogart GA,GA,10/7/2021,748.03,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/8/2021,6356.97,,DC-1
Store-Bogart GA,GA,10/8/2021,780.95,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/11/2021,7474.69,,DC-1
Store-Bogart GA,GA,10/11/2021,1077.79,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/12/2021,7519.90,,DC-1
Store-Bogart GA,GA,10/12/2021,1056.49,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/13/2021,1946.65,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/14/2021,6579.22,,DC-1
Store-Bogart GA,GA,10/14/2021,1349.07,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/15/2021,1743.18,,DC-1
Store-Bogart GA,GA,10/15/2021,449.14,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/18/2021,8667.07,,DC-1
Store-Bogart GA,GA,10/18/2021,998.56,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/19/2021,6327.45,,DC-1
Store-Bogart GA,GA,10/19/2021,1555.43,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/20/2021,4615.00,,DC-1
Store-Bogart GA,GA,10/20/2021,2098.60,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/21/2021,5719.36,,DC-1
Store-Bogart GA,GA,10/21/2021,2447.30,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/22/2021,265.35,,DC-1
Store-Bogart GA,GA,10/22/2021,5169.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/25/2021,8798.44,,DC-1
Store-Bogart GA,GA,10/25/2021,1635.51,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/26/2021,9869.50,,DC-1
Store-Bogart GA,GA,10/26/2021,1350.92,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/27/2021,5970.93,,DC-1
Store-Bogart GA,GA,10/27/2021,1506.20,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/28/2021,6768.48,,DC-1
Store-Bogart GA,GA,10/28/2021,1173.11,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,10/29/2021,2706.62,,DC-1
Store-Bogart GA,GA,10/29/2021,2995.13,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/1/2021,9349.79,,DC-1
Store-Bogart GA,GA,11/1/2021,1333.37,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/2/2021,4921.95,,DC-1
Store-Bogart GA,GA,11/2/2021,6846.37,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/3/2021,7210.81,,DC-1
Store-Bogart GA,GA,11/3/2021,1180.83,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/4/2021,6620.32,,DC-1
Store-Bogart GA,GA,11/4/2021,369.79,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/5/2021,6178.95,,DC-1
Store-Bogart GA,GA,11/5/2021,580.96,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/8/2021,906.08,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/9/2021,8006.34,,DC-1
Store-Bogart GA,GA,11/9/2021,965.61,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/10/2021,8065.51,,DC-1
Store-Bogart GA,GA,11/10/2021,1519.37,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/11/2021,6961.51,,DC-1
Store-Bogart GA,GA,11/11/2021,629.84,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/12/2021,5358.67,,DC-1
Store-Bogart GA,GA,11/12/2021,470.42,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/15/2021,8888.51,,DC-1
Store-Bogart GA,GA,11/15/2021,1201.97,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/16/2021,8673.39,,DC-1
Store-Bogart GA,GA,11/16/2021,1078.30,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/17/2021,6614.93,,DC-1
Store-Bogart GA,GA,11/17/2021,990.81,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/18/2021,6385.90,,DC-1
Store-Bogart GA,GA,11/18/2021,1143.46,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/19/2021,4329.08,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/22/2021,669.89,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/23/2021,9134.42,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/24/2021,2567.32,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/29/2021,8156.72,,DC-1
Store-Bogart GA,GA,11/29/2021,3178.67,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,11/30/2021,9492.61,,DC-1
Store-Bogart GA,GA,11/30/2021,1479.41,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/1/2021,5872.24,,DC-1
Store-Bogart GA,GA,12/1/2021,5788.24,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/2/2021,7419.22,,DC-1
Store-Bogart GA,GA,12/2/2021,800.39,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/3/2021,5946.75,,DC-1
Store-Bogart GA,GA,12/3/2021,864.40,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/6/2021,8918.02,,DC-1
Store-Bogart GA,GA,12/6/2021,1018.93,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/7/2021,8920.28,,DC-1
Store-Bogart GA,GA,12/7/2021,524.10,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/8/2021,6062.18,,DC-1
Store-Bogart GA,GA,12/8/2021,1688.34,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/9/2021,7619.95,,DC-1
Store-Bogart GA,GA,12/9/2021,1536.09,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/10/2021,4858.14,,DC-1
Store-Bogart GA,GA,12/10/2021,795.50,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/13/2021,8106.39,,DC-1
Store-Bogart GA,GA,12/13/2021,1197.22,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/14/2021,8103.19,,DC-1
Store-Bogart GA,GA,12/14/2021,895.89,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/15/2021,7362.94,,DC-1
Store-Bogart GA,GA,12/15/2021,734.96,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/16/2021,6499.83,,DC-1
Store-Bogart GA,GA,12/16/2021,841.76,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/17/2021,5690.97,,DC-1
Store-Bogart GA,GA,12/17/2021,597.58,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/20/2021,182.61,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/21/2021,8109.15,,DC-1
Store-Bogart GA,GA,12/21/2021,91.39,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/22/2021,5946.39,,DC-1
Store-Bogart GA,GA,12/22/2021,2725.39,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/27/2021,6481.67,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/28/2021,8354.88,,DC-1
Store-Bogart GA,GA,12/28/2021,828.41,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/29/2021,7797.90,,DC-1
Store-Bogart GA,GA,12/29/2021,2400.38,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,12/30/2021,6548.63,,DC-1
Store-Bogart GA,GA,12/30/2021,649.75,"Athens-Clarke County, GA Metro Area",DC-1
Store-Broomall PA,PA,1/2/2020,17182.68,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/3/2020,4273.91,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/6/2020,14866.40,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/7/2020,8276.03,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/8/2020,4201.38,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/9/2020,5946.03,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/10/2020,12252.23,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/13/2020,12889.57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/14/2020,3756.47,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/15/2020,8034.96,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/16/2020,9251.07,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/17/2020,4332.74,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/20/2020,4884.73,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/21/2020,9446.60,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/22/2020,4577.00,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/23/2020,10570.39,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/24/2020,7044.09,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/27/2020,11530.83,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/28/2020,4468.67,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/29/2020,5199.26,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/30/2020,4816.57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,1/31/2020,2660.51,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
